cowid,time,longitude,latitudes
1,2021-01-01 00:00:00,12.199747451366667,49.681810516233334
1,2021-01-01 00:01:00,12.199747451366667,49.681810516233334
1,2021-01-01 00:02:00,12.199743177850001,49.681818784533334
1,2021-01-01 00:03:00,12.199743177850001,49.681818784533334
1,2021-01-01 00:04:00,12.199734630816668,49.68182980893333
1,2021-01-01 00:05:00,12.199734630816668,49.68182980893333
1,2021-01-01 00:06:00,12.199721810266666,49.681843589433335
1,2021-01-01 00:07:00,12.199721810266666,49.681843589433335
1,2021-01-01 00:08:00,12.199708989716667,49.68185736993333
1,2021-01-01 00:09:00,12.199708989716667,49.68185736993333
1,2021-01-01 00:10:00,12.199696169166668,49.68187390653333
1,2021-01-01 00:11:00,12.199696169166668,49.68187390653333
1,2021-01-01 00:12:00,12.199683348616666,49.68188768703333
1,2021-01-01 00:13:00,12.199683348616666,49.68188768703333
1,2021-01-01 00:14:00,12.199670528066667,49.68190146753333
1,2021-01-01 00:15:00,12.199670528066667,49.68190146753333
1,2021-01-01 00:16:00,12.199670528066667,49.68190146753333
1,2021-01-01 00:17:00,12.199661981033334,49.68190422363333
1,2021-01-01 00:18:00,12.199653434,49.68191249193333
1,2021-01-01 00:19:00,12.199653434,49.68191249193333
1,2021-01-01 00:20:00,12.199653434,49.68191249193333
1,2021-01-01 00:21:00,12.199649160483334,49.68191800413333
1,2021-01-01 00:22:00,12.199644886966666,49.681923516333335
1,2021-01-01 00:23:00,12.199644886966666,49.681923516333335
1,2021-01-01 00:24:00,12.199644886966666,49.681923516333335
1,2021-01-01 00:25:00,12.19964061345,49.681923516333335
1,2021-01-01 00:26:00,12.19964061345,49.681923516333335
1,2021-01-01 00:27:00,12.19964061345,49.681923516333335
1,2021-01-01 00:28:00,12.19964061345,49.681923516333335
1,2021-01-01 00:29:00,12.19964061345,49.681923516333335
1,2021-01-01 00:30:00,12.19964061345,49.681923516333335
1,2021-01-01 00:31:00,12.19964061345,49.681923516333335
1,2021-01-01 00:32:00,12.19964061345,49.681923516333335
1,2021-01-01 00:33:00,12.19964061345,49.681923516333335
1,2021-01-01 00:34:00,12.19964061345,49.681923516333335
1,2021-01-01 00:35:00,12.19964061345,49.681923516333335
1,2021-01-01 00:36:00,12.19964061345,49.681923516333335
1,2021-01-01 00:37:00,12.19964061345,49.681923516333335
1,2021-01-01 00:38:00,12.19964061345,49.681923516333335
1,2021-01-01 00:39:00,12.19964061345,49.681923516333335
1,2021-01-01 00:40:00,12.19964061345,49.681923516333335
1,2021-01-01 00:41:00,12.19964061345,49.681923516333335
1,2021-01-01 00:42:00,12.19964061345,49.681923516333335
1,2021-01-01 00:43:00,12.19964061345,49.681923516333335
1,2021-01-01 00:44:00,12.19964061345,49.681923516333335
1,2021-01-01 00:45:00,12.19964061345,49.681923516333335
1,2021-01-01 00:46:00,12.19964061345,49.681923516333335
1,2021-01-01 00:47:00,12.19964061345,49.681923516333335
1,2021-01-01 00:48:00,12.19964061345,49.681923516333335
1,2021-01-01 00:49:00,12.19964061345,49.681923516333335
1,2021-01-01 00:50:00,12.19964061345,49.681923516333335
1,2021-01-01 00:51:00,12.19964061345,49.681923516333335
1,2021-01-01 00:52:00,12.19964061345,49.681923516333335
1,2021-01-01 00:53:00,12.19964061345,49.681923516333335
1,2021-01-01 00:54:00,12.19964061345,49.681923516333335
1,2021-01-01 00:55:00,12.19964061345,49.681923516333335
1,2021-01-01 00:56:00,12.19964061345,49.681923516333335
1,2021-01-01 00:57:00,12.19964061345,49.681923516333335
1,2021-01-01 00:58:00,12.19964061345,49.681923516333335
1,2021-01-01 00:59:00,12.19964061345,49.681923516333335
1,2021-01-01 01:00:00,12.19964061345,49.681923516333335
1,2021-01-01 01:01:00,12.19964061345,49.681923516333335
1,2021-01-01 01:02:00,12.19964061345,49.681923516333335
1,2021-01-01 01:03:00,12.19964061345,49.681923516333335
1,2021-01-01 01:04:00,12.19964061345,49.681923516333335
1,2021-01-01 01:05:00,12.19964061345,49.681923516333335
1,2021-01-01 01:06:00,12.19964061345,49.681923516333335
1,2021-01-01 01:07:00,12.19964061345,49.681923516333335
1,2021-01-01 01:08:00,12.19964061345,49.681923516333335
1,2021-01-01 01:09:00,12.19964061345,49.681923516333335
1,2021-01-01 01:10:00,12.19964061345,49.681923516333335
1,2021-01-01 01:11:00,12.19964061345,49.681923516333335
1,2021-01-01 01:12:00,12.19964061345,49.681923516333335
1,2021-01-01 01:13:00,12.19964061345,49.681923516333335
1,2021-01-01 01:14:00,12.19964061345,49.681923516333335
1,2021-01-01 01:15:00,12.19964061345,49.681923516333335
1,2021-01-01 01:16:00,12.19964061345,49.681923516333335
1,2021-01-01 01:17:00,12.19964061345,49.681923516333335
1,2021-01-01 01:18:00,12.19964061345,49.681923516333335
1,2021-01-01 01:19:00,12.19964061345,49.681923516333335
1,2021-01-01 01:20:00,12.19964061345,49.681923516333335
1,2021-01-01 01:21:00,12.19964061345,49.681923516333335
1,2021-01-01 01:22:00,12.19964061345,49.681923516333335
1,2021-01-01 01:23:00,12.19964061345,49.681923516333335
1,2021-01-01 01:24:00,12.19964061345,49.681923516333335
1,2021-01-01 01:25:00,12.19964061345,49.681923516333335
1,2021-01-01 01:26:00,12.19964061345,49.681923516333335
1,2021-01-01 01:27:00,12.19964061345,49.681923516333335
1,2021-01-01 01:28:00,12.19964061345,49.681923516333335
1,2021-01-01 01:29:00,12.19964061345,49.681923516333335
1,2021-01-01 01:30:00,12.19964061345,49.681923516333335
1,2021-01-01 01:31:00,12.19964061345,49.681923516333335
1,2021-01-01 01:32:00,12.19964061345,49.681923516333335
1,2021-01-01 01:33:00,12.19964061345,49.681923516333335
1,2021-01-01 01:34:00,12.19964061345,49.681923516333335
1,2021-01-01 01:35:00,12.19964061345,49.681923516333335
1,2021-01-01 01:36:00,12.19964061345,49.681923516333335
1,2021-01-01 01:37:00,12.19964061345,49.681923516333335
1,2021-01-01 01:38:00,12.19964061345,49.681923516333335
1,2021-01-01 01:39:00,12.19964061345,49.681923516333335
1,2021-01-01 01:40:00,12.19964061345,49.681923516333335
1,2021-01-01 01:41:00,12.19964061345,49.681923516333335
1,2021-01-01 01:42:00,12.19964061345,49.681923516333335
1,2021-01-01 01:43:00,12.19964061345,49.681923516333335
1,2021-01-01 01:44:00,12.19964061345,49.681923516333335
1,2021-01-01 01:45:00,12.19964061345,49.681923516333335
1,2021-01-01 01:46:00,12.19964061345,49.681923516333335
1,2021-01-01 01:47:00,12.19964061345,49.681923516333335
1,2021-01-01 01:48:00,12.19964061345,49.681923516333335
1,2021-01-01 01:49:00,12.19964061345,49.681923516333335
1,2021-01-01 01:50:00,12.19964061345,49.681923516333335
1,2021-01-01 01:51:00,12.19964061345,49.681923516333335
1,2021-01-01 01:52:00,12.19964061345,49.681923516333335
1,2021-01-01 01:53:00,12.19964061345,49.681923516333335
1,2021-01-01 01:54:00,12.19964061345,49.681923516333335
1,2021-01-01 01:55:00,12.19964061345,49.681923516333335
1,2021-01-01 01:56:00,12.19964061345,49.681923516333335
1,2021-01-01 01:57:00,12.19964061345,49.68192627243333
1,2021-01-01 01:58:00,12.19964061345,49.68192627243333
1,2021-01-01 01:59:00,12.19964061345,49.68192627243333
1,2021-01-01 02:00:00,12.19964061345,49.68192627243333
1,2021-01-01 02:01:00,12.19964061345,49.68192902853333
1,2021-01-01 02:02:00,12.199636339933335,49.681931784633335
1,2021-01-01 02:03:00,12.199636339933335,49.681931784633335
1,2021-01-01 02:04:00,12.199636339933335,49.681931784633335
1,2021-01-01 02:05:00,12.199636339933335,49.68193454073333
1,2021-01-01 02:06:00,12.199632066416667,49.68193729683333
1,2021-01-01 02:07:00,12.199632066416667,49.68193729683333
1,2021-01-01 02:08:00,12.199632066416667,49.68193729683333
1,2021-01-01 02:09:00,12.199632066416667,49.68194280903333
1,2021-01-01 02:10:00,12.199632066416667,49.68194280903333
1,2021-01-01 02:11:00,12.199627792900001,49.68194556513333
1,2021-01-01 02:12:00,12.199627792900001,49.68194556513333
1,2021-01-01 02:13:00,12.199623519383334,49.68195107733333
1,2021-01-01 02:14:00,12.199623519383334,49.68195107733333
1,2021-01-01 02:15:00,12.19961497235,49.68195934563333
1,2021-01-01 02:16:00,12.19961497235,49.68195934563333
1,2021-01-01 02:17:00,12.19961497235,49.68195934563333
1,2021-01-01 02:18:00,12.199610698833334,49.68197037003333
1,2021-01-01 02:19:00,12.1996021518,49.68198139443333
1,2021-01-01 02:20:00,12.1996021518,49.68198139443333
1,2021-01-01 02:21:00,12.1996021518,49.68198139443333
1,2021-01-01 02:22:00,12.199589331250001,49.68199241883333
1,2021-01-01 02:23:00,12.1995765107,49.682003443233334
1,2021-01-01 02:24:00,12.1995765107,49.682003443233334
1,2021-01-01 02:25:00,12.199567963666667,49.68201722373333
1,2021-01-01 02:26:00,12.199567963666667,49.68201722373333
1,2021-01-01 02:27:00,12.199555143116667,49.682028248133335
1,2021-01-01 02:28:00,12.199555143116667,49.682028248133335
1,2021-01-01 02:29:00,12.199555143116667,49.682028248133335
1,2021-01-01 02:30:00,12.199542322566668,49.68203927253333
1,2021-01-01 02:31:00,12.199533775533334,49.68205029693333
1,2021-01-01 02:32:00,12.199533775533334,49.68205029693333
1,2021-01-01 02:33:00,12.199533775533334,49.68205029693333
1,2021-01-01 02:34:00,12.199520954983335,49.682061321333336
1,2021-01-01 02:35:00,12.199508134433334,49.68207234573333
1,2021-01-01 02:36:00,12.199508134433334,49.68207234573333
1,2021-01-01 02:37:00,12.199508134433334,49.68207234573333
1,2021-01-01 02:38:00,12.199491040366667,49.682083370133334
1,2021-01-01 02:39:00,12.199469672783334,49.68209715063333
1,2021-01-01 02:40:00,12.199469672783334,49.68209715063333
1,2021-01-01 02:41:00,12.199469672783334,49.68209715063333
1,2021-01-01 02:42:00,12.199469672783334,49.68209715063333
1,2021-01-01 02:43:00,12.199431211133334,49.68211919943333
1,2021-01-01 02:44:00,12.199431211133334,49.68211919943333
1,2021-01-01 02:45:00,12.199431211133334,49.68211919943333
1,2021-01-01 02:46:00,12.19938420245,49.68214400433333
1,2021-01-01 02:47:00,12.19938420245,49.68214400433333
1,2021-01-01 02:48:00,12.19938420245,49.68214400433333
1,2021-01-01 02:49:00,12.199375655416667,49.682146760433334
1,2021-01-01 02:50:00,12.199375655416667,49.682146760433334
1,2021-01-01 02:51:00,12.199358561350001,49.682155028733334
1,2021-01-01 02:52:00,12.199358561350001,49.682155028733334
1,2021-01-01 02:53:00,12.1993457408,49.682163297033334
1,2021-01-01 02:54:00,12.1993457408,49.682163297033334
1,2021-01-01 02:55:00,12.19933292025,49.68216880923333
1,2021-01-01 02:56:00,12.19933292025,49.68216880923333
1,2021-01-01 02:57:00,12.199320099700001,49.68217432143333
1,2021-01-01 02:58:00,12.199320099700001,49.68217432143333
1,2021-01-01 02:59:00,12.199303005633334,49.68218258973333
1,2021-01-01 03:00:00,12.199303005633334,49.68218258973333
1,2021-01-01 03:01:00,12.199290185083333,49.682188101933335
1,2021-01-01 03:02:00,12.199290185083333,49.682188101933335
