cattle_id,timestamp,longitude,latitude,nmea_valid,sensor_id
1,2021-01-01 00:00:00,12.199197392086372, 49.68129926285667, true, 92
1,2021-01-01 00:05:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:10:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:15:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:20:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:25:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:30:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:35:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:40:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:45:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:50:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 00:55:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:00:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:05:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:10:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:15:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:20:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:25:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:30:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:35:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:40:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:45:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:50:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 01:55:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:00:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:05:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:10:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:15:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:20:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:25:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:30:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:35:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:40:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:45:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:50:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 02:55:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 03:00:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 03:05:00,12.199149183292423, 49.68135471740213, true, 88
1,2021-01-01 03:10:00,12.1992125956906, 49.6813784575751, true, 89
1,2021-01-01 03:15:00,12.199260804484549, 49.68132300302965, true, 93
1,2021-01-01 03:20:00,12.199309013278498, 49.681267548484186, true, 97
1,2021-01-01 03:25:00,12.199245600880321, 49.681243808311216, true, 96
1,2021-01-01 03:30:00,12.199182188482146, 49.681220068138245, true, 95
1,2021-01-01 03:35:00,12.199118776083969, 49.681196327965274, true, 94
1,2021-01-01 03:40:00,12.199118776083969, 49.681196327965274, true, 94
1,2021-01-01 03:45:00,12.199182188482146, 49.681220068138245, true, 95
1,2021-01-01 03:50:00,12.199245600880321, 49.681243808311216, true, 96
1,2021-01-01 03:55:00,12.199197392086372, 49.68129926285667, true, 92
1,2021-01-01 04:00:00,12.199197392086372, 49.68129926285667, true, 92
1,2021-01-01 04:05:00,12.199197392086372, 49.68129926285667, true, 92
